Image,Object,Color,Caption
raw/Wealth/20210420230159__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__programa-de-reconocimiento/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20200815040920__https____www.scotiawealthmanagement.com__ca__fr__accueil__trust-scotia/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20210518201825__https____www.scotiawealthmanagement.com__ca__en__home__total-wealth-planning/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210620220135__https____www.scotiawealthmanagement.com__intl__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20211019211659__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20220116104243__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20201028091938__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__contactanos/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210917230939__https____www.scotiawealthmanagement.com__ca__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20201028083245__https____www.scotiawealthmanagement.com__ca__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20201028085440__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20210420231837__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20200815050045__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__soluciones-financieras/content__dam__SWM__Images__private-banking.jpg2000.2000.jpg,"person 91.2%
book 87.6%
person 74.4%
person 32.6%","darkslategray
lightgray
gray
rosybrown
lightslategray",a bride and groom laughing while looking at each other
raw/Wealth/20201028084347__https____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518191914__https____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210420234617__https____www.scotiawealthmanagement.com__ca__en__home__about-us/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20200320105718__http____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210518202131__https____www.scotiawealthmanagement.com__ca__fr__accueil__a-propos-de-nous/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20220116102838__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__nuestra-identidad/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210917212835__https____www.scotiawealthmanagement.com__ca__fr__accueil__trust-scotia/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20211019220408__https____www.scotiawealthmanagement.com__intl__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20220401071718__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210805072629__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__soluciones-de-inversian/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20211019202300__https____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210225125411__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__banca-privada/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20201028085137__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210518195740__https____www.scotiawealthmanagement.com__ca__fr__accueil__services-bancaires-prives/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20200725014357__http____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20220116103036__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__programa-de-reconocimiento/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20220127163331__https____www.scotiawealthmanagement.com__ca__en/content__dam__SWM__Images__swm-redesign-images__SWM-hero-heads-together.jpg2000.2000.jpg,bird 72.1%,"darkslategray
crimson
linen
lightsalmon
gray",an image of the statue of liberty in red and black
raw/Wealth/20200803123313__http____www.scotiawealthmanagement.com__intl__es__pagina-principal__banca-privada/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210805073547__https____www.scotiawealthmanagement.com__ca__en__home__total-wealth-planning/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20200419102540__http____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210123085935__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__about-us/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20200519215052__http____www.scotiawealthmanagement.com__intl__es__pagina-principal__gestin-de-inversiones/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210917223451__https____www.scotiawealthmanagement.com__ca__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210123082631__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20210225133852__https____www.scotiawealthmanagement.com__ca__fr__accueil__centre-de-ressources-scotiamcleod/content__dam__scotiabank__swm__Couple_Using_a_Computer_at_their_Farm.jpg2000.2000.jpg,"person 93.2%
laptop 92.3%
person 91.7%
cup 90.6%
dining table 52.5%","silver
darkslategray
dimgray
gray
lightslategray",an older couple sitting at a table looking at a laptop computer
raw/Wealth/20210420215916__https____www.scotiawealthmanagement.com__ca__fr__accueil__communiquez-avec-nous/content__dam__SWM__Images__service-banners-hero.jpg2000.2000.jpg,"laptop 93.1%
person 91.9%
person 88.8%
chair 55.4%
clock 34.6%","darkslategray
gainsboro
darkgray
sienna
lightslategray",a man and a boy looking at a laptop computer
raw/Wealth/20210420230829__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210620230016__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__about-us/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20200923162707__https____www.scotiawealthmanagement.com__intl__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210805073641__https____www.scotiawealthmanagement.com__ca__fr__accueil__linitiative-femmes-de-la-banque-scotia/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20210123075318__https____www.scotiawealthmanagement.com__ca__fr__accueil__planification-de-patrimoine-globale/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210805075736__https____www.scotiawealthmanagement.com__ca__fr__accueil__planification-de-patrimoine-globale/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20211019211441__https____www.scotiawealthmanagement.com__ca__fr__accueil__a-propos-de-nous/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20211019210537__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__soluciones-de-inversian/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210917215912__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20200719013459__http____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20211019214859__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__programa-de-reconocimiento/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20200923145404__https____www.scotiawealthmanagement.com__ca__en__home__investment-management/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20220116103006__https____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518205503__https____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210225125556__https____www.scotiawealthmanagement.com__ca__fr__accueil__linitiative-femmes-de-la-banque-scotia__centre-de-ressources__education-financiere/content__dam__SWM__Images__exploring-the-online-world.jpg2000.2000.png,"laptop 95.0%
person 92.2%
person 90.8%
chair 87.6%
potted plant 77.9%
bottle 61.6%
tv 59.5%
chair 30.2%
person 26.5%","darkslategray
silver
darkseagreen
cadetblue
gray",two women sitting at a desk looking at a laptop computer
raw/Wealth/20210513010628__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__private-investment-counsel/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20211019220529__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20200815054618__https____www.scotiawealthmanagement.com__ca__en__home__total-wealth-planning/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210518211721__https____www.scotiawealthmanagement.com__ca__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20211019212044__https____www.scotiawealthmanagement.com__intl__en__home__investment-management/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210620223457__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements__service-de-gestion-privee-de-portefeuilles/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20211019205343__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20201028092735__https____www.scotiawealthmanagement.com__ca__en__home__about-us/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20200815052059__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__programa-de-reconocimiento/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210225142138__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__about-us/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20220116103940__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__gestin-de-inversiones/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210225134604__https____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518210214__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20200725003524__http____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518213436__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__about-us/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20220203201402__https____www.scotiawealthmanagement.com__ca__en/content__dam__SWM__Images__swm-redesign-images__SWM-hero-heads-together.jpg2000.2000.jpg,bird 72.1%,"darkslategray
crimson
linen
lightsalmon
gray",an image of the statue of liberty in red and black
raw/Wealth/20210225124832__https____www.scotiawealthmanagement.com__ca__fr__accueil__trust-scotia/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20220116095037__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210225130440__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
